Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,sentiment_label,processed_text
487226,B000PDWBKO,AQURWFHOSBQH0,jeff,0,2,1,1296345600,Only half the corn pops,The flavor of what pops is good but only half the corn pops. I know its not my poper because Started using the oil and salt from these packages and different seeds.,0,negative,Flavor pop good half corn pop know not power start use oil salt package different seed
405362,B005K4Q4LK,AG08SJ3U2ZV6J,Face426,0,0,5,1341273600,Husband Loves it!,"My husband is particular about his coffee.  This has a good flavor and he loves it.  It's definitely not traditional coffee though.  This is instant and is like the cappuccino you get out of the machines at gas station rest-stops.  As long as you're not expecting real coffee, it's great!",2,positive,Husband particular coffee good flavor love definitely not traditional coffee though instant like cappuccino get machine gas station rest stop long not expect real coffee great
427295,B000EH4XYS,AQQLWCMRNDFGI,Steven A. Peterson,7,9,5,1212278400,Nice rice!,"Once upon a time, I used cheap rice for dishes.  Over time, I have discovered that there are preferable products.  This Jasmati long grain American jasmine rice exemplifies. It is one of a series of rices produced  by Rice Select.<br /><br />It has a nice texture and a nice taste once you prepare it.  When I make my recipe for fried rice from my copy of ""Joy of Cooking,"" this is my most often used selection of rice.  The end result is tasty!  As I pour my stir fry over the fried rice, a delicious meal (well, normally) results. But a good rice base is necessary for a successful stir fry.  That combination of vegetables, sauce, some sort of meat (normally chicken), and fried rice does the trick!<br /><br />I also use this rice when I use my slow cooker.  It is useful to have some sort of base to absorb the excess liquid from the slow cooking process.  Rice does the job very well--and this is one of the rices that I depend on when doling out the crock pot dish into the serving dish for my family.  Yummy!<br /><br />All in all, then, this is a useful product for those who enjoy using rice in their cooking adventures!",2,positive,Upon time use cheap rice dish time discover preferable product jasmati long grain american jasmine rice exemplify one series race produce rice select nice texture nice taste prepare make recipe fry rice copy joy cook often use selection rice end result tasty pour stir fry fry rice delicious meal well normally result good rice base necessary successful stir fry combination vegetable sauce sort meat normally chicken fried rice trick also use rice use slow cooker useful sort base absorb excess liquid slow cooking process rice job very well one race depend rock pot dish serve dish family dummy useful product enjoy use rice cooking adventure
429907,B00384ABT0,A37GUZFSG9CM0M,bill,0,0,5,1351036800,lean body,Simply excellent! Great tasting and works. I have been using this for months with success. I highly recommend this product.,2,positive,Simply excellent great taste work use month success highly recommend product
452581,B000YSTGGW,A3RV2VDOMMQE5C,Jessica Chen,2,2,2,1312761600,I just saw 'Sugar' listed as one of the ingredients,"It's probably my bad that I didn't see 'sugar' listed as one of the ingredients. I'm happy that this product is BPA free which I don't see many rice cereal explicitly saying that. If people want to feed sugar to their kids they can add separately, I just don't understand why they add sugar to this baby food. I haven't returned it yet but I will. I end up making my own rice cereal which I found how-to on the web. If anyone is interested, you can go to [...]",0,negative,Probably bad not see sugar list one ingredient happy product pa free not see many rice cereal explicitly say people want feed sugar kid add separately not understand add sugar baby food not return yet end make rice cereal find web anyone interested go
525357,B003IMECGU,A27XKZ73B03HZ5,John L. Kernell,0,0,5,1338076800,The best I've ever tasted.,"Quick delivery. Effective protective packaging.  If allowed to ripen at their own pace (the product packaging tells you how), they are to die for.  You know what I like to munch on along with savoring the avocado in its skin?  Baby carrots!  Soft then crunchy.  Both good for the digestion.",2,positive,Quick delivery effective protective packaging allow risen pace product packaging tell die know like much along favor avocado skin baby carrot soft crunch good digestion
370316,B000ZSZ5S4,A3QXJDENZ9DGFU,David R. Mullins,0,0,4,1343088000,tasty almonds,"I love all these different flavors that they have come out with for Blue Diamond almonds.  Soooo Goood.  While this one wasn't as good as the Wasabi flavor, it was still delicious.",2,positive,Love different flavor come blue diamond almond soon good one not good asahi flavor still delicious
446634,B003QTZ2RS,A39UW4FVJ5XM,FireRaven9,0,0,4,1340236800,Good tasting tea.,"This tea tastes pretty good. As a tea lover I think it could be a little stronger, as it doesn't have a very strong flavor (though I do use my cups twice to fill a small pitcher). It is sweetened with sugar (18g per k-cup, I think) and stevia. I'm not a big fan of artificial sweeteners but I'd much rather it be stevia than another toxic chemical sweetener. There is no foreign after taste, which makes it more agreeable. If you like sweet iced tea and you are willing to use stevia, I recommend this product.",2,positive,Tea taste pretty good tea lover think could little strong not very strong flavor though use cup twice fill small pitcher sweeten sugar g per k cup think steve not big fan artificial sweetness would much rather steve another toxic chemical sweeten no foreign taste make agreeable like sweet iced tea willing use steve recommend product
193315,B004G5ZYVA,A3C94ND3WZWLXY,JDM23,5,6,1,1298332800,Not worth the price!,I ordered this product expecting it to to look like the picture shown.  When I received the antler it was about 4inches long and extremely thin (in width).  I have bought antlers for my puppy in the past who is an aggressive chewer and they have lasted for months.  This one is almost gone and it has only been a few days!  Definitely not worth the price and not as pictured!,0,negative,Ordered product expect look like picture show received antler inch long extremely thin width buy antler puppy past aggressive cheer last month one almost go day definitely not worth price not picture
368712,B005K4Q1W2,A3G765MWM5ZKIF,lsutton,0,0,4,1347062400,good buy,this is really good for what it is and fairly cheap too. i liked is so much im buying more!!does not settle like the cocoa,2,positive,Really good fairly cheap too liked much im buy not settle like cocoa
178331,B00073IVAQ,A2E9D2KIA5CPV7,pat kamadulski,2,2,5,1311897600,Alvita Senna Tea Bags,"I love this tea and drink it all the time. The taste is very nice and I do not even have to sweeten it or use lemon, as it has an almost sweet taste all it's own. I take alot of medicine and have much trouble with my bowels. When I drink 2 cups of your Senna tea I am opened up within 2 hours.<br />Thank you very much, I would not use that much laxative.<br /><br />Pat Kamadulski",2,positive,Love tea drink time taste very nice not even sweet use lemon almost sweet taste take alot medicine much trouble bowl drink cup senza tea open within hour thank very much would not use much laxative pat kamadulski
488404,B0013A0QXC,A1G8C9ALRANX6G,Frank,1,2,1,1337299200,Senseo not so sure,Recently the products I have gotten are not the same quality they once were.... the filter pads used to be stamped with a senseo water mark ... now they are not I think they are counterfeit - yes I am serious,0,negative,Recently product gotten not quality filter pad use stamped sense water mark not think counterfeit yes serious
134501,B003E728CE,A3V5TZGMQIAJK4,M. Smith,0,0,5,1155427200,I love Pill Pockets!,"We have a new puppy who has to take antibiotics twice a day for kennel cough.  The puppy hates the pills and it took a lot of time and stress to get him to take them.  I did an internet search and found out about pill pockets.  I didn't buy from Amazon because I needed them right away, I paid $13 at Petco.  They are a lifesaver, we have the beef flavor and he eats it right up.  He loves them.<br /><br />Since the antibiotics will use up almost the whole bag I'm putting in an order through Amazon for more pill pockets to keep on hand.",2,positive,New puppy take antibiotic twice day kernel cough puppy hat pill take lot time stress get take internet search find pill pocket not buy amazon need right away pay etc lifesaver beef flavor eats right love since antibiotic use almost whole bag put order amazon pill pocket keep hand
166196,B001CWV4RS,A1LV14I3QX7TQC,LJ Lizzi,0,0,5,1310688000,Yum!,By far the tastiest GF pretzels I've tried.  I even have to hide them from my non-celiac family members so that they don't eat them all!,2,positive,Far fast gf pretzel try even hide non cellar family member not eat
213761,B0039LVLS2,A3F0WUGQIS488X,Daniel L,2,2,5,1350000000,Perfect for Eating without Expanding!,I love these !<br /> I always crave salty/ crunchy snacks.. and I want to eat them without expanding. These are great.. they fix the craving without costing me a lot of calories. In the stores by me I can only get the original flavor. I can't wait to try the rest of them!,2,positive,Love always grave salty crunch snack want eat without expand great fix crave without cost lot calorie store get original flavor can not wait try rest
567283,B003IMSFI6,A1RDJDEWMA70YH,GILA,1,1,5,1315872000,purple orchids from Fresh Flowers,The flowers were beautiful and lasted for about 2 weeks. The individual water tubes really work for keeping them alive in shipping. Very happy with this purchase.,2,positive,Flower beautiful lasted week individual water tube really work keep alive shipping very happy purchase
282948,B003G2JNQQ,A2OB5UT6HMLMX3,Debbie Neece,0,0,5,1291852800,Sour Cream Chocolate Cake Cookies,A family tradition is Sour Cream Chocolate Cake Cookies. My brother's birthday is the first of December and the bake-a-thon begins to fill his birthday wishes and ends with goodie bags full as Christmas gifts. This year Choco-Bake was not available in any of our local grocery stores and I was panicked. Making the famed cookies with substitutions has failed in the past....this product is essential to our successful family Christmas!  I was THRILLED to find Amazon had Choco-Bake so I ordered 12 boxes. Thank you Amazon!,2,positive,Family tradition sour cream chocolate cake cooky brother birthday first december bake thon begin fill birthday wish end good bag full christmas gift year coco bake not available local grocery store panic make famed cooky substitution fail past product essential successful family christmas thrill find amazon coco bake ordered box thank amazon
265931,B00017L1TG,A2Y2GX5O149I69,"Dennis S. Stuempfle ""Denny Stu""",0,0,5,1252972800,Great Popcorn,"I've been using this popcorn for years and it's the best on the market. No artificial butter but the real deal and if you want butter, you can melt your own. I recommend this especially if you're using a whirey Pop Stovetop popper.",2,positive,Use popcorn year best market no artificial butter real deal want butter melt recommend especially use pop stovetop copper
535723,B003VXHGDM,A1B5T3IUHLZ2UU,"Stacie Gregory ""ThriftyMama""",7,10,1,1295222400,FLAVORED COFFEE??,Nowhere in the description does it mention anything about this coffee being flavored. I'm still not sure what flavor it is. Some type of nut. I wrongly assumed that Jamaican coffee would be similar to the Blue Mountain coffee which Jamaica is known for! How silly of me to assume that! I hate flavored coffees so I was so disappointed to now own 2 boxes of such a horrible coffee. It only says flavored very small on the box so I didn't notice it before I opened it. Hopefully I can pawn it off to visitors and buy some regular bold coffee-flavored coffee for myself!,0,negative,Nowhere description mention anything coffee flavor still not sure flavor type nut wrongly assume jamaica coffee would similar blue mountain coffee jamaica know silly assume hate flavor coffee disappointed box horrible coffee say flavor very small box not notice open hopefully pawn visitor buy regular bold coffee flavor coffee
375969,B000ES17HI,AUZDX389VTJ1X,"Lilly Bell ""shoelover""",0,0,5,1221436800,FINGER LICKIN GOOD!,"MY BOY LOVED THEM..HE KEPT ON COMING BACK FOR MORE..I JUST WISH THEY HAD THEM IN A LARGER SIZE. MY PET IS A BIG GERMAN SHEPHARD, AND THESE ARE LIKE TINY FOR HIM, THAT HE GOES THRU THE BAG WITHIN 3-4 DAYS...HE LOVED THEM....THANK YOU....",2,positive,Boy love keep come back wish large size pet big german shepherd like tiny go thru bag within day love thank
444058,B000GZW5OS,A20PKBH48BSZYG,tumbleweed,10,11,5,1180051200,great no salt beans,"Eden black beans are delicious and healthful.  Eden foods beans are the best on the market because they contain no salt (add your own to taste) and they also contain kombu for digestion.  They have no off flavors or smells. (I find canned beans often have strange smells - but not these)<br /><br />These black beans are whole and are great for making hispanic dishes using whole beans. In a hurry, I eat them just out of the can, no heating or preparation required - though perhaps this is not for everyone!  They are also great for making your own refried beans, chili, southwestern salad, or other black bean dishes.<br /><br />These beans are the next best thing to cooking your own - maybe even better, since there's no work involved!",2,positive,Eden black bean delicious healthful eden food bean best market contain no salt add taste also contain bomb digestion no flavor smell find canned bean often strange smell not black bean whole great make hispanic dish use whole bean hurry eat no heat preparation require though perhaps not everyone also great make retired bean chili southwestern salad black bean dish bean next best thing cooking maybe even good since no work involve
350168,B0000GIVFA,A2G5O30KOVQC2V,Jean Giles,0,0,5,1330041600,not a soda drinker,"I came across this soda entirely by accident when I went out with some friends to a Peruvian restaurant. They didn't have much to offer for beverages and even though I normally don't drink soda I decided to give this Peruvian favorite a try. I liked it! It reminded me of cream soda with a hint of lime and very carbonated. I can't beleive that I ordered a six pack off of Amazon but I wanted to introduce it to some family members. Instead, when it arrived I stashed it away and lovingly and selfishly enjoyed each can until it was gone!",2,positive,Come across soda entirely accident go friend persian restaurant not much offer beverages even though normally not drink soda decide give persian favorite try like reminded cream soda hint lime very carbonate can not believe order six pack amazon want introduce family member instead arrive smash away love selfish enjoy go
343808,B008J1HO4C,AKMEY1BSHSDG7,J. Arena,2,2,5,1209513600,The best!,"If you can imagine regular oatmeal to be hamburger, then you can imagine McCann's Steel Cut Oatmeal to be fillet mignion! Yes, THAT'S how good it is!<br /><br />Chewy, flavorful, nutritious -- you just know you are doing something good for yourself with every spoonfull.<br /><br />Eat it plain, or doctor it up any way you wish: dried fruit, maple syrup, brown sugar, walnuts, diced apples, peanut butter, etc. Guaranteed that breakfast will be your favorite meal of the day.",2,positive,Imagine regular oatmeal hamburger imagine mccain steel cut oatmeal fill million yes good chew flavorful nutritious know something good every spoonfull eat plain doctor way wish dry fruit maple syrup brown sugar walnut die apple peanut butter etc guarantee breakfast favorite meal day
342189,B0012BUR8Q,A3QLP6M4RIT77H,Snow Bound,1,1,5,1267228800,I'm in LOVE with this tea!,It is sinfully delicious and a nice way to end the day. But wait...I drink it all day! Yum!,2,positive,Painfully delicious nice way end day wait drink day yum
377602,B000ET93MS,A3FTKFO4RA9022,kymmer,1,1,1,1325289600,Huge purchase mistake,"I ordered these by mistake, thinking I got the Sesame Rice Thins, and was surprised of my error when they arrived.  I kept them, thinking that they looked healthy enough and would make a great ""different"" cracker to serve, even though they had a wheat ingredient.  I liked them.  However, NO ONE IN MY FAMILY would eat them when I put them out, and said they tasted like cardboard.  I have a full case now, which will be ""my crackers only"" for probably the next two years--unless I find another ""health"" nut that will join me in eating them!  I should have returned them before opening the first item in the case!  I learned my lesson, and will double and triple check that I am ordering the right product before pushing the order button again.",0,negative,Order mistake think get sesame rice surprise error arrive keep think look healthy enough would make great different cracker serve even though wheat ingredient like however no one family would eat put say taste like cardboard full case cracker probably next two year unless find another health nut join eat return open first item case learn lesson double triple check order right product push order button
397864,B002K6BV3C,A1VYKA22BCQS09,sylvia m klages,1,1,5,1310601600,THE BEST!,"These are the best blueberries I have ever eaten.  They are better than the ""fresh"" things you get in the grocery store.  They are full, slightly chewy, and taste like high quality berries.  The price is excellent ($5.00/lb), and delivery is fast.  I am very happy with my ten-pound stash of wonderful/healthful blueberries.  Yum!",2,positive,Best blueberry ever eat well fresh thing get grocery store full slightly chew taste like high quality berry price excellent lb delivery fast very happy ten pound stash wonderful healthful blueberry yum
126111,B008PGNYMC,ATJN4KEHJBOC8,"KatyKatIL ""KatyKat""",0,0,5,1348617600,They did it again!  Yummy!,"I do like Sobe Lifewater.  If you aren't a fan, then new flavors probably won't matter to you.<br /><br />I am not sure how long this one has been out, but do know that it is fairly new.<br />We finally found it in a grocery store here, and Hubby grabbed a couple of them.<br />I am SO glad that he did!<br /><br />This one is very tasty!  I am one of those who also has to smell everything before eating<br />or drinking it, and this one smells good too.  Then add the great eye-pleasing color on the<br />bottle, and well, it's a new favorite flavor.<br /><br />It's hard to describe the flavor. Obviously, they have kiwi and cherimoya, which is a spiny<br />fruit with a creamy white inside. It tastes very fresh and fruity, with a slight pear aftertaste.<br />I definitely recommend this one - pretty AND tasty!",2,positive,Like lifewater not fan new flavor probably not matter not sure long one know fairly new finally find grocery store hobby grab couple glad one very tasty one also smell everything eat drink one smell good too add great eye please color throttle well new favorite flavor hard describe flavor obviously kiwi cherimoya spinyfruit creamy white inside taste very fresh fruit slight pear aftertaste definitely recommend one pretty tasty
562309,B004HOSGWE,A2Y1DXML62KMOR,Becky Bloomwood,0,0,5,1347494400,addicted to ... Lime and Chili Almonds,"I love the lime and chili almonds from blue diamond and they are a great snack if you are on a low carb diet. In addition buying the 3-pack of 16oz bags at amazon is a great deal considering that the 6oz can usually costs $3.79 at my grocery store. At first I thought ""When am I ever going to finish 3x 16oz bags of almonds"" but that's no problem at all. I even have to trick myself and put just a few in a bowl so I won't eat half the bag on one evening. I am addicted to lime and chili almonds and I am O.K. with it. I hope you will enjoy them too.",2,positive,Love lime chili almond blue diamond great snack low car diet addition buy pack oz bag amazon great deal consider oz usually cost grocery store first think ever go finish x oz bag almond no problem even trick put bowl not eat half bag one evening addict lime chili almond k hope enjoy too
480806,B000HZ9CGQ,A224I2CHCZYUDV,Catherine Swinford,1,2,5,1180569600,Great stuff,Smells so good I could almost eat it myself. Needless to say my babies love it.,2,positive,Smell good could almost eat needless say baby love
531127,B001H322YQ,A7KGE5QNX5A94,Flamingo26,0,0,4,1316476800,Pleasant surprise,"Not being a fan of chewy caramel, I was pleasantly surprised with this combination of hard and soft candy.  I got to enjoy the crunchiness of a hard candy and the mellow sweetness of Werther's Original.<br />-Samples provided by BzzAgent",2,positive,Not fan chew cartel pleasant surprise combination hard soft candy get enjoy crunchiness hard candy mellow sweetness weather original sample provide bzzagent
202375,B003YK8YU6,A2P07ZQ9AVX04W,Anita M. Ring,3,3,5,1326585600,Helps the Dachshund Plumbing!,"My dachshund is a mile long and he was having serious (literally life-threatening) plumbing problems. What went in the front wasn't coming out the back, and he was obviously in pain. My vet suggested pumpkin puree, an all natural product, but it  was nowhere in the grocery stores! I turned to Amazon, my reliable source for so many things... and there it was. I like this product although it took a few days for my dog to accept the new taste (but he's finicky). Now he eats it with no fuss. I have to give him a lot more than the recommended dose, about two heaping teaspoons per feeding, and I make sure he poops every morning at the same time and at night at the same time. I also cut back on his dog food in general, which is good quality, and I make sure he gets exercise. Now he is regular and all is good! I credit Nummy for saving my dog's life. Thanks Nummy-makers!!",2,positive,Dachshund mile long serious literally life threaten plumbing problem go front not come back obviously pain vet suggest pumpkin pure natural product nowhere grocery store turn amazon reliable source many thing like product although take day dog accept new taste finicky eat no fuss give lot recommend dose two help teaspoon per feed make sure pool every morning time night time also cut back dog food general good quality make sure get exercise regular good credit dummy save dog life thanks dummy maker
448837,B00437AB1O,A10MBPTTQA249A,Sparkle,2,5,2,1332460800,Design Smudgy & Dirty Inside the General Mills Box,"I bought these for a cute celebration of St. Patrick's Day for my Team Members.  I was trying to decide between the little boxes and these and chose the cup over the box because of the convenience of just adding milk to the cup.  Though the idea was still cute, each cup had very smudged artwork and the cups all had black ash on the outside of them while sealed in the General Mills box.  It was so bad, I almost thought they might be counterfeit.  The cereal seemed to taste the way it should, but since I bought these for their branding and aesthetics too, I was disappointed. Next time I'll get the small boxes instead.",0,negative,Buy cute celebration st patrick day team member try decide little box choose cup box convenience add milk cup though idea still cute cup very studied artwork cup black ash outside seal general mill box bad almost thought might counterfeit cereal seem taste way since buy brand aesthetic too disappointed next time get small box instead
487092,B000PDWBKO,A1STQ8QF2S0SF6,Robbi T,0,0,5,1310688000,Excellent Popcorn.,Super easy to use and makes just the right amount of popcorn for two of us. Price is right and delivery was fast. (Got here before the popcorn machine....;o),2,positive,Super easy use make right amount popcorn two u price right delivery fast get popcorn machine
226097,B002GJBQ0Q,A25V7KAUQZ1W1W,"Claudia N. Davidsen ""Claudia Davidsen""",9,9,5,1294531200,Delicious stuff!,"The Elderflower Cordial is a lovely way to enhance the flavor of hot tea, iced tea, as well as using it by itself in hot or cold water to make a pure Elderflower tea.  I sent some as a gift, and the recipients have raved about it.",2,positive,Elderflower cordial lovely way enhance flavor hot tea iced tea well use hot cold water make pure elderflower tea send gift recipient save
536073,B003VXHGDM,A3UROAHZHOIMTR,"Maria ""andrewsm51""",0,1,2,1318896000,Mediocre,This coffee is only mediocre in quality. I do not like a highly acidic coffee nor do I like it when the coffee outdates within 6 weeks of the order date. The only reason I am not more dissatified with this lousy coffee is that I paid very little for it by using a credit I had at amazon payments. I do not recommend this coffee.,0,negative,Coffee mediocre quality not like highly acidic coffee like coffee outdated within week order date reason not dissatisfy lousy coffee pay very little use credit amazon payment not recommend coffee
312769,B005GXF6K0,A3V4OOD1YGLTBC,"Yvonne Gammell ""yvonnemari""",0,0,5,1350864000,Love this pasta,"I was looking for ways to add more beans (and more specifically protein with less carbs) to my diet when I found this pasta. I love it. It has the same taste and texture of any full or multi-grain organic pasta, but with only 16g of carbs compared to DeBoles with 46g/serving. That was a no-brainer for me. I'm not a huge pasta fan, but at least if I am going to have spaghetti this makes much more sense than regular pasta. :)",2,positive,Look way add bean specifically protein less car diet find pasta love taste texture full multi grain organic pasta g car compare debate g serve no brainer not huge pasta fan least go spaghetti make much sense regular pasta
393250,B0000E2YA1,A3PA4NEEEZSV0L,L. Henderson,1,1,5,1220832000,Great candy! Super-fast delivery!,"This yummy candy, which is hard to find in our area, was delivered super-fast -- much to the delight of my child (and my inner child).",2,positive,Dummy candy hard find area deliver super fast much delight child inner child
181129,B007Y59HVM,AFD2EGO6PD3LD,J. Myers,1,2,5,1331424000,The best K cup coffee so far,I have owned a Keurig for about 2 years now and this is by far the tastiest cup of coffee I've had and I've tried LOTS. I love the little paper filter as opposed to the full plastic jacket of most K-cups. It's a keeper!,2,positive,Own keirin year far fast cup coffee try lot love little paper filter oppose full plastic jacket k cup keeper
68299,B003EM7J9Q,A2604LD831QBC,"S. Frye ""Saundra Frye""",0,0,5,1275523200,Micro pork rinds freshest you can buy.,"When I saw the price of the pork rinds plus free shipping, and since I had never tried the micro rinds before I decided I would give it a try. I ordered a box of the Spicy and one of the Original.<br />They were here in no time.<br />We have a 1000 watt micro and we experimented a couple of times and found that 92 seconds was perfect for us. If we have a few that do not puff up (which rarely happens) you can put the few on a paper plate and put them back in the micro and it takes just a few seconds for them to puff up.<br />Because I am not a spicy food lover I wasn't as crazy about the Spicy as the Original but my husband loved them. So that made it possible for each of us to have a box of our own. Wahoo, I didn't have to share with him. Worked out great.<br />I would liked to have had a little less salt on them but was able to knock some off just by tapping the rind on the plate as I ate them.<br /><br />I would give this an excellent rating, in fact I am going to order 2 more boxes after I finish this.",2,positive,Saw price pork find plus free shipping since never try micro find decide would give try order box spicy one original no time watt micro experimented couple time find second perfect u not puff rarely happen put paper plate put back micro take second puff not spicy food lover not crazy spicy original husband love make possible u box yahoo not share worked great would like little less salt able knock tap find plate ate would give excellent rating fact go order box finish
138477,B0089SPENI,A23RBNQWX11KWE,Sherry,3,3,5,1315267200,Great Tea!!,"This green tea is delicious. My new diet calls for green tea or coffee only. I am not a coffee drinker and usually drink ice tea. This green tea is perfect hot or cold! I use Stevia and it taste perfect. With the cooler months upon us, this will make a great hot drink to sip on...not to mention the benefits of green tea! Buy it...you won't be disappointed!",2,positive,Green tea delicious new diet call green tea coffee not coffee driver usually drink ice tea green tea perfect hot cold use steve taste perfect cooler month upon u make great hot drink sip not mention benefit green tea buy not disappointed
348183,B003M61F0I,A118Z248EE8HDS,Nikki,13,14,5,1292889600,Ingredients,"After reading the review about the change of ingredients, I contacted Holistic Select to double check the information and they clearly state that there are no pork products in this food. The only change they made was to add canola oil as a secondary fat source. Here is the list of ingredients that they sent to me:<br /><br />Anchovy, Sardine & Salmon Meal, Oatmeal, Ground Brown Rice, Ground White Rice, Canola Oil (Preserved with Natural Mixed Tocopherols), Dried Beet Pulp, Menhaden Fish Oil, Flaxseed, Dried Egg Product, Carrots, Sun-Cured Alfalfa, Peas, Potassium Chloride, Organic Quinoa, Apples, Blueberries, Cranberries, Dried Kelp, Yucca Schidigera Extract, DL-Methionine, Vitamins [Beta-Carotene, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Riboflavin Supplement, Vitamin B12 Supplement, d-Calcium Pantothenate, Niacin Supplement, Pyridoxine Hydrochloride, Thiamine Mononitrate, Folic Acid, Ascorbic Acid (Vitamin C), Biotin], Minerals [Polysaccharide Complexes of Zinc, Iron, Manganese and Copper, Cobalt Carbonate, Potassium Iodate, Sodium Selenite], Choline Chloride, Lecithin, Rosemary Extract, Glucosamine Hydrochloride, Inulin, Dried Lactobacillus acidophilus, Lactobacillus casei, Enterococcus faecium, Bacillus subtilis, Bacillus licheniformis, Aspergillus oryzae and Aspergillus ni  ger Fermentation Products, Mixed Tocopherols (a natural preservative).<br /><a href=""http://www.amazon.com/gp/product/B0000TSQ6G"">Holistic Select Radiant Adult Health, Anchovy, Sardine, and Salmon Dry Dog Food, 30-Pound Bag</a>",2,positive,Read review change ingredient contact holistic select double check information clearly state no pork product food change make add canada oil secondary fat source list ingredient send anchor marine salmon meal oatmeal ground brown rice ground white rice canada oil preserve natural mixed tocopherol dry beet pulp menhaden fish oil flaxseed dry egg product carrot sun cure alfalfa pea potassium chloride organic guinea apple blueberry cranberry dry kelp lucha schidigera extract dl methionine vitamin beta caroline vitamin supplement vitamin supplement vitamin e supplement riboflavin supplement vitamin b supplement calcium pantothenate nacion supplement pyridoxine hydrochloride thiamine mononitrate folio acid ascorbic acid vitamin c violin mineral polysaccharide complex zinc iron manganese copper cobalt carbonate potassium date sodium selenium choice chloride lecithin rosemary extract glucosamine hydrochloride insulin dry lactobacillus acidophilus lactobacillus case enterococcus calcium bacillus subtitle bacillus licheniformis aspergillus oryzae aspergillus ni ger fermentation product mixed tocopherol natural preservation
269702,B0002AUTY0,A3KVSGM9VWNVFF,Kelli Lincoln,0,0,5,1322179200,Jasmine!,"This is one of the best jasmine white teas I've tasted, and I drink a lot of tea. I've been drinking this particular jasmine for about two years now, and even if I drink it every day, I never get tired of it. Just lovely.",2,positive,One best jasmine white tea taste drink lot tea drink particular jasmine two year even drink every day never get tired lovely
140901,B000UYIPZS,A27NTHPTRXB766,"Sandra L. Thornton ""typingterror""",0,0,5,1340236800,Perfect tasty snack from Amazon,What a perfect combination - pretzles and peanut butter.  It is one of the best tasting snacks I have eaten for a long time.  I like the size of the bag also.  Crunchy and salty.  I could not find anything about product that I did not like or want to change.  It is a top notch treat!,2,positive,Perfect combination pretzles peanut butter one best taste snack eaten long time like size bag also crunch salty could not find anything product not like want change top notch treat
47976,B004SRH2B6,ANIRUTX2PVREC,Karly,0,0,4,1329177600,I don't mind the new flavor,"I agree that the flavor has changed and it does have a more um... plastic-y taste now but I still think it tastes good (although I have always liked artificial flavors...I know that's kind of weird).  Anyway I liked the previous formula better, but I thought I should share my honest opinion that the new flavor is not that bad.",2,positive,Agree flavor change um plastic taste still think taste good although always like artificial flavor know kind weird anyway like previous formula well think share honest opinion new flavor not bad
333299,B000J41TB6,A2QB7W2UQXOMYG,Steven Whitney,4,4,5,1269043200,Very good nonfat dry milk,"Has a better, creamier flavor than the Safeway Lucerne and Albertsons store brands.<br /><br />The Saco doesn't dissolve quite as quickly as those two, but it does fully dissolve if you wait a few minutes or make it ahead of time and let it sit in the fridge overnight as the instructions suggest. One reviewer said it wouldn't dissolve ""even in boiling water"", but boiling water cooks the proteins and makes them lumpy, same as if you boil regular milk, and once that's happened, it'll never dissolve.<br /><br />With Super Saver free shipping, the Amazon price is currently only a little less than Safeway, but the milk is slighly better, and I can get a larger quantity from Amazon than the few little boxes the local Safeway keeps stocked on its powdered milk shelf at any one time.<br /><br />The box in which Amazon shipped my 2-box order would, I think, have held exactly 3 of the Saco boxes.",2,positive,Well premier flavor safety lucerne albertsons store brand sack not dissolve quite quickly two fully dissolve wait minute make ahead time let sit fridge overnight instruction suggest one reviewer say would not dissolve even boil water boil water cook proteins make lump boil regular milk happen never dissolve super save free shipping amazon price currently little less safety milk slightly well get large quantity amazon little box local safety keep stock powdered milk shelf one time box amazon ship box order would think hold exactly sack box
38684,B000ILEVWO,A281E9Z9INZ5BV,Amis,2,2,5,1249603200,Just as good as I remembered!,If you love HP sauce (you probably wouldn't be looking at buying it in bulk unless you do) this is definitely the way to go.  It tastes as good as it ever did and seems to keep without deteriorating at all (in a cool place but not necessarily refrigerated).  My family loves it on many savory items (anything from breakfast eggs to burgers and steak) and we add it to bean dishes and homemade barbeque sauce too.<br /><br />Unreservedly 5 stars!<br /><br />Just wish we could buy Lea and Perrins Worchestershire sauce and Marmite in bulk too...,2,positive,Love hp sauce probably would not look buy bulk unless definitely way go taste good ever seem keep without deteriorate cool place not necessarily refrigerate family love many story item anything breakfast eggs burger steak add bean dish homemade barbecue sauce too unreservedly star wish could buy lea perkins worchestershire sauce marine bulk too
